indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
4346,intervencion social,Z04,Z28,AISLAMIENTO SOCIAL                                          ,0.691121518611908,Z28,DISCAPACIDAD SOCIAL                                         ,0.6698931455612183,,
4350,orientacion social,Z04,Z28,AISLAMIENTO SOCIAL                                          ,0.6770133972167969,Z04,DISCRIMINACION SOCIAL                                       ,0.5666829347610474,,
4351,intervenci n t social,Z04,Z28,AISLAMIENTO SOCIAL                                          ,0.6909690499305725,Z28,DISCAPACIDAD SOCIAL                                         ,0.6630890965461731,,
4352,t social,A97,Z28,AISLAMIENTO SOCIAL                                          ,0.6027477979660034,Z28,DISCAPACIDAD SOCIAL                                         ,0.5933973789215088,,
3,sangrado no especificado,A10,A10,SANGRADO NO ESPECIFICADO                                    ,1.0,H05,SANGRE EN EL OIDO                                           ,0.6860617995262146,,
9,adenopatia no significativa,B02,B02,ADENOPATIA                                                  ,0.8670718669891357,B02,adenopatia,0.8670717477798462,,
10,eccema no especificado eczema marginado hebra,S88,S88,ECCEMA NO ESPECIFICADO                                      ,0.8328813910484314,S88,eccema no clasificado,0.8261072039604187,,
11,anemia no filiada,B82,B82,ANEMIA NO FILIADA                                           ,0.9999999403953552,B82,ANEMIA NORMOCITICA NO FILIADA                               ,0.7621899247169495,,
12,titulos bajos sin evidencia enf autoinmune m interna,A04,T86,HIPOTIROIDISMO AUTOINMUNE                                   ,0.5706251859664917,B82,enfermedad hematopoyetica autoinmune,0.5538245439529419,,
13,diarrea cronica no filiada,D11,D11,DIARREA CRONICA NO FILIADA                                  ,1.0,D11,DIARREA                                                     ,0.7937332987785339,,
15,hepatitis aguda origen no filiado hepatitis vhe,D97,D97,HEPATITIS AGUDA NO VIRICA                                   ,0.8907932639122009,D72,HEPATITIS VIRAL NO ESPECIFICA                               ,0.7954691648483276,,
17,enfermedad encias no especificada,D82,D82,ENFERMEDAD ENCIAS NO ESPECIFICADA                           ,1.0,D83,ENFERMEDAD DE LA LENGUA NO ESPECIFICADA                     ,0.7723345756530762,,
18,enfermedad labios no especificada,D83,D83,ENFERMEDAD DE LOS LABIOS NO ESPECIFICADA                    ,0.8840926289558411,D84,ENFERMEDAD ESOFAGO NO ESPECIFICADA                          ,0.7302871942520142,,
19,enfermedad glandulas salivares no especificada,D83,D83,ENFERMEDAD GLANDULAS SALIVARES NO ESPECIFICADA              ,0.9999998807907104,D83,enfermedades de la glandulas salivares,0.8136080503463745,,
20,gastritis no especificada,D87,D87,GASTRITIS NO ESPECIFICADA                                   ,1.0000001192092896,D87,gastritis,0.9334898591041564,,
21,conjuntivitis no especificada ambos as,F02,F02,CONJUNTIVITIS NO ESPECIFICADA                               ,0.9883211851119996,F02,conjuntivitis no especifica,0.9841833114624025,,
22,perdida vision no especificada,F05,F94,disminucion de la vision,0.6903275847434998,F05,HEMERALOPIA                                                 ,0.6775111556053162,,
25,infarto agudo miocardio no q scasest iam no q,K75,K75,infarto agudo de miocardio hasta 4 semanas de su inicio,0.8121156096458435,K75,infarto agudo de miocardio,0.7256049513816833,,
27,taquicardia paroxistica ventricular no sostenida,K79,K79,TAQUICARDIA PAROXISTICA VENTRICULAR                         ,0.9370120763778688,K79,TAQUICARDIA PAROXISTICA SUPRAVENTRICULAR                    ,0.8357906341552734,,
28,valvulopatia no especificada,K83,K83,VALVULOPATIA NO ESPECIFICADA                                ,1.0000001192092896,K83,valvulopatias aortica,0.6663447618484497,,
29,problema cardiovascular no especificado,K29,K29,PROBLEMA CARDIOVASCULAR NO ESPECIFICADO                     ,1.0000001192092896,K29,otros signos cardiovasculares que no pueden clasificarse con codigos k inferiores,0.6023975610733032,,
31,fractura no especificada,L76,L76,FRACTURA NO ESPECIFICADA                                    ,1.0000001192092896,L99,FRACTURA POR MALA CONSOLIDACION                             ,0.782258152961731,,
32,inf vac no fin,A97,A78,ENFERMEDAD INVASORA HAEMOPHILUS INFLUENZAE                  ,0.3941492140293121,A77,ENFERMEDAD POR ADENOVIRUS                                   ,0.3419926464557647,,
33,desviacion columna no especificada,L85,L85,RECTIFICACION COLUMNA VERTEBRAL                             ,0.6930688619613647,L85,deformidades adquiridas de la columna,0.5972471833229065,,
34,dermatosis no infecciosa parpados,F99,F99,DERMATOSIS NO INFECCIOSA DE PARPADO                         ,0.9705331325531006,Y75,balanitis,0.6517090797424316,,
35,dermatosis no infecciosa parpado,F99,F99,DERMATOSIS NO INFECCIOSA DE PARPADO                         ,0.9814442992210388,Y75,BALANITIS                                                   ,0.6463680863380432,,
36,no acude demanda,A97,A28,INVALIDEZ NO ESPECIFICADA                                   ,0.5016223192214966,L18,MIALGIA NO ESPECIFICADA                                     ,0.4386354088783264,,
37,enfermedad mental no especificada sd diogenes,P99,P99,ENFERMEDAD MENTAL NO ESPECIFICADA                           ,0.8773065805435181,P27,miedo a padecer una enfermedad mental,0.7727313041687012,,
39,asma leve persistente no alergico,R96,R96,ASMA INTRINSECA                                             ,0.5650219917297363,D99,SINDROME DE ASA CIEGA                                       ,0.5526098608970642,,
40,infeccion piel no esp urg,S76,S76,INFECCION DE LA PIEL NO ESPECIFICADA                        ,0.5782870650291443,S11,otras infecciones localizadas de la piel,0.5459088087081909,,
41,enfermedad pelo no especificada,S24,D84,ENFERMEDAD ESOFAGO NO ESPECIFICADA                          ,0.8077754378318787,D83,ENFERMEDAD DE LA LENGUA NO ESPECIFICADA                     ,0.7843759059906006,,
42,quiste backer izquierdo no complicado,L87,K77,INSUFICIENCIA CARDIACA IZQUIERDA                            ,0.4722559750080108,K77,fallo ventricular izquierdo o derecho,0.4685142040252685,,
43,carencia nutritiva no especificada,T91,D84,ENFERMEDAD ESOFAGO NO ESPECIFICADA                          ,0.5110393166542053,H86,sordera completa nc ,0.4878848195075989,,
44,no acude vac 11m,A97,A23,RIESGO EXPOSICION COVID19 EN PACIENTE SENSIBLE              ,0.3157282471656799,D2A7,sospecha clinica por factores de riesgo de hepatitis c,0.3095812499523163,,
45,litiasis renal 4mm no obstructiva,U95,U95,LITIASIS RENAL                                              ,0.8649095296859741,U95,CALCULO RENAL                                               ,0.8175757527351379,,
47,eccema no especificado posiblemente farmacos,S88,S88,ECCEMA NO ESPECIFICADO                                      ,0.75569748878479,S88,eccema no clasificado,0.6925390362739563,,
49,embarazo complicado causas no obstetricas,W77,W77,EMBARAZO COMPLICADO POR CAUSAS NO OBSTETRICAS               ,0.9850263595581056,W27,miedo a complicaciones de embarazo,0.7767533659934998,,
54,sintoma signo genital no especificado mujer,X29,Y04,SINTOMA, SIGNO DEL PREPUCIO                                 ,0.8102276921272278,X29,SINTOMA, SIGNO GENITAL NO ESPECIFICADO (MUJER)              ,0.7905609607696533
58,fiebre sin foco itu ostom,A03,A03,FIEBRE SIN FOCO                                             ,0.7590835690498352,R97,FIEBRE DEL HENO                                             ,0.5397451519966125,,
60,fiebre sin foco itu ostom,A03,A03,FIEBRE SIN FOCO                                             ,0.7590835690498352,R97,FIEBRE DEL HENO                                             ,0.5397451519966125,,
61,fiebre sin foco neumonia basal derecha,A03,A03,FIEBRE SIN FOCO                                             ,0.6804339289665222,R97,FIEBRE DEL HENO                                             ,0.6396681070327759,,
63,fiebre sin focalidad,A03,A03,FIEBRE SIN FOCO                                             ,0.8454412817955017,A03,FIEBRE                                                      ,0.6569057703018188,,
66,enfermedad viral con exantema,A76,A76,ENFERMEDAD VIRAL CON EXANTEMA                               ,0.9999998807907104,A76,EXANTEMA VIRAL                                              ,0.8306413292884827,,
77,ferropenia sin anemia,B80,B80,anemia ferropenica,0.8933634161949158,B80,ANEMIA FERROPENICA                                          ,0.893363356590271,,
78,ferropenia sin anemia,B80,B80,anemia ferropenica,0.8933634161949158,B80,ANEMIA FERROPENICA                                          ,0.893363356590271,,
79,ferropenia sin anemia,B80,B80,anemia ferropenica,0.8933634161949158,B80,ANEMIA FERROPENICA                                          ,0.893363356590271,,
80,deficit b12 sin anemia gastritis atr fica,B81,B81,anemia por deficiencia de vit b12,0.7353130578994751,B81,ANEMIA POR DEFICIT DE VIT. B12                              ,0.7252137064933777,,
81,deficit b12 sin anemia gastritis atr fica,B81,B81,anemia por deficiencia de vit b12,0.7353130578994751,B81,ANEMIA POR DEFICIT DE VIT. B12                              ,0.7252137064933777,,
82,tratamiento con sintrom,B83,B83,TRATAMIENTO CON SINTROM                                     ,1.0000001192092896,B83,TRATAMIENTO CON ACOD                                        ,0.6826767921447754,,
83,dispepsia no investigada,D07,D07,DISPEPSIA NO INVESTIGADA                                    ,1.0,D07,dispepsia,0.8247451782226562,,
84,hematomas v mitos con sangre,S16,N80,hematoma extra,0.5566614866256714,S16,HEMATOMA POSTRAUMATICO                                      ,0.5333893299102783,,
85,hematomas v mitos con sangre,S16,N80,hematoma extra,0.5566614866256714,S16,HEMATOMA POSTRAUMATICO                                      ,0.5333893299102783,,
86,cambio ritmo intestinal gastro colono sin lesiones,D18,D18,cambio en las ritmo intestinal,0.5845786929130554,D18,CAMBIO RITMO INTESTINAL                                     ,0.5413641929626465,,
90,tumoracion abdominal no especificada,D24,D24,TUMORACION ABDOMINAL NO ESPECIFICADA                        ,1.0,D24,tumoracion abdominal no especifica,0.9957876801490784,,
91,hallazgos anti chepatitis b sin sintomas,D72,R09,SINTOMA, SIGNO SENOS PARANASALES                            ,0.4319486618041992,L09,SINTOMA, SIGNO BRAZO                                        ,0.4244689047336578
92,hermano con cancer colon,D75,D77,CANCER DE INTESTINO DELGADO                                 ,0.7300683259963989,D75,CANCER DE COLON                                             ,0.7056111693382263,,
93,enfermedad dental no especificada,D82,D82,ENFERMEDAD DENTAL NO ESPECIFICADA                           ,1.0,D82,ENFERMEDAD PERIODONTAL                                      ,0.715751051902771,,
94,estomatitis no especificada,D83,D83,ESTOMATITIS NO ESPECIFICADA                                 ,1.0000001192092896,D83,estomatitis inespecifica,0.7559996843338013,,
95,enfermedad lengua no especificada,D83,D83,ENFERMEDAD DE LA LENGUA NO ESPECIFICADA                     ,0.92074853181839,D84,ENFERMEDAD ESOFAGO NO ESPECIFICADA                          ,0.8913518786430359,,
96,conjuntivitis no especificada derecho,F02,F02,CONJUNTIVITIS NO ESPECIFICADA                               ,0.94430273771286,F02,conjuntivitis no especifica,0.927482843399048,,
97,conjuntivitis no especificada ambos as,F02,F02,CONJUNTIVITIS NO ESPECIFICADA                               ,0.9883211851119996,F02,conjuntivitis no especifica,0.9841833114624025,,
98,conjuntivitis no especificada,F02,F02,CONJUNTIVITIS NO ESPECIFICADA                               ,0.9999999403953552,F02,conjuntivitis no especifica,0.9961133599281312,,
101,hemorragia digestiva alta con antiagregantes,D14,A87,complicacion medica hemorragia,0.7479365468025208,D16,HEMORRAGIA DIGESTIVA BAJA                                   ,0.7223766446113586,,
104,otitis media cronica con perforacion izquierdo,H74,H74,OTITIS MEDIA CRONICA CON PERFORACION                        ,0.9500007033348083,H71,OTITIS MEDIA AGUDA PERFORADA                                ,0.8375439047813416,,
105,angina inestable sind coronario agudo sin elevaci n st,K74,K74,ANGINA INESTABLE                                            ,0.8076239824295044,K76,cardiopatia isquemica sin angina,0.7490975260734558,,
107,hta con enfermedad cardiaca,K87,K87,HTA CON ENFERMEDAD CARDIACA                                 ,1.0,K84,ENFERMEDAD CARDIACA NO ESPECIFICADA                         ,0.5886548757553101,,
108,tension arterial elevada sin hta,K85,K85,TENSION ARTERIAL ELEVADA SIN HTA                            ,0.9999999403953552,K85,elevacion de la presion arterial sin hipertension,0.6184162497520447,,
109,hipertension arterial no complicada,K86,K86,HIPERTENSION ARTERIAL NO COMPLICADA                         ,0.9999998807907104,K87,HIPERTENSION ARTERIAL COMPLICADA                            ,0.8805554509162903,,
111,infarto cerebral lacunar con recuperacion completa,K90,K90,infarto cerebral,0.7250416278839111,K90,INFARTO CEREBRAL                                            ,0.7250415682792664,,
113,lumboartrosis con canal medular estrechado rm,L84,L84,LUMBOARTROSIS                                               ,0.6939151883125305,L84,ARTROSIS LUMBAR                                             ,0.6301845908164978,,
116,mialgia no especificada,L18,L18,MIALGIA NO ESPECIFICADA                                     ,1.0000001192092896,L18,mialgia,0.8425179123878479,,
117,artritis no especificada,L20,L20,ARTRITIS NO ESPECIFICADA                                    ,0.9999999403953552,L20,inflamacion de una o varias articulaciones,0.7348812222480774,,
121,migra sin aura,N89,N89,MIGRAÑA SIN AURA                                            ,0.9402278661727904,N89,MIGRAÑA CON AURA                                            ,0.8293864130973816,,
126,problema relacionado con alcohol,P15,P15,PROBLEMA RELACIONADO CON ALCOHOL                            ,1.0000001192092896,P15,SINDROME DE DEPENDENCIA AL ALCOHOL                          ,0.702482283115387,,
127,trastorno relacionado con drogas,P15,P06,TRASTORNO DEL SUEÑO                                         ,0.6429010033607483,P19,ABUSO DE DROGAS                                             ,0.6105986833572388,,
131,taquiarritmia con qrs estrecho,K79,K79,TAQUIARRITMIA CON QRS ESTRECHO                              ,1.0000001192092896,K79,TAQUIARRITMIA CON QRS ANCHO                                 ,0.9573389887809752,,
132,amigdalitis aguda no estreptococica,R76,R76,AMIGDALITIS AGUDA NO ESTREPTOCOCICA                         ,1.0000001192092896,R76,amigdalitis aguda no estreptococica,1.0000001192092896,,
133,catarro complicado con bronquitis,R74,R91,BRONQUITIS CRONICA                                          ,0.8254201412200928,R91,bronquitis cronica,0.8254201412200928,,
134,bronquitis con espasticidad,R78,R91,BRONQUITIS CRONICA                                          ,0.7929282188415527,R91,bronquitis cronica,0.7929282188415527,,
135,epoc agudizador con bronquitis cronica,R95,R95,EPOC AGUDIZADOR CON BRONQUITIS CRONICA                      ,1.000000238418579,R95,EPOC NO AGUDIZADOR CON BRONQUITIS CRONICA                   ,0.9508696794509888,,
137,manchas cafe con leche,S08,S08,MANCHAS CAFE CON LECHE                                      ,1.0,S08,manchas de cafe con leche,0.9480432271957396,,
139,ombligo no cicatrizado,S29,S29,OMBLIGO NO CICATRIZADO                                      ,1.0,S29,ombligo no cicatrizado,1.0,,
140,infeccion piel no especificada,S76,S76,INFECCION DE LA PIEL NO ESPECIFICADA                        ,0.9507370591163636,S09,dedo de mano o pie infectado,0.726034939289093,,
141,eccema no especificado,S88,S88,ECCEMA NO ESPECIFICADO                                      ,1.0000001192092896,S88,eccema no clasificado,0.9555335640907288,,
143,febricula amgidalitis con placas,A03,D83,ANGINA DE VINCENT                                           ,0.4933594167232513,D83,angina de vincent,0.4933592975139618,,
146,hierro bajo sin anemia,T91,T91,deficiencia de hierro sin anemia,0.8733075261116028,W84,ANEMIA EN EL EMBARAZO                                       ,0.7370242476463318,,
147,deficit vitamina d sin suplemetar,T91,T91,DEFICIT DE VITAMINA D                                       ,0.8295453786849976,T91,deficit nutricional de cualquier vitamina,0.6686126589775085,,
148,orina con mal olor,U07,U07,ORINA CON MAL OLOR                                          ,0.9999998807907104,U07,mal olor en la orina,0.874567449092865,,
149,amigdalitis aguda no estreptococica,U72,R76,AMIGDALITIS AGUDA NO ESTREPTOCOCICA                         ,1.0000001192092896,R76,amigdalitis aguda no estreptococica,1.0000001192092896,,
160,deficit vitamina d,B82,T91,DEFICIT DE VITAMINA D                                       ,0.9906162023544312,T91,deficit nutricional de cualquier vitamina,0.7987239360809326,,
161,isquemia cerebrovascular,K90,K89,isquemia cerebral transitoria,0.8208061456680298,K89,ISQUEMIA CEREBRAL TRANSITORIA                               ,0.820806086063385,,
163,farmacia solidaria,Z04,P08,ausencia de satisfaccion s,0.5518065690994263,P18,ABUSO DE FARMACOS                                           ,0.5388528108596802,,
165,irritabilidad rechazo,A16,P04,sensacion de irritabilidad,0.7077441811561584,P04,SENTIMIENTO DE IRRITABILIDAD                                ,0.6673953533172607,,
168,embarazo confirmado fur 17,W78,W78,EMBARAZO CONFIRMADO DESEADO                                 ,0.670190691947937,W78,embarazo confirmado ,0.6586290597915649,,
170,vaginitis candidiasica,L83,X72,VAGINITIS CANDIDIASICA                                      ,1.0,X72,candidiasis genital de vagina,0.9576029777526855,,
172,lumbociatica herpes genital,L86,Y72,herpes genital,0.8074080944061279,X90,herpes genital,0.8074079751968384,,
173,alteracion vulva labioplastia,X16,X16,ALTERACION EN LA VULVA                                      ,0.8343749642372131,X16,LEUCOPLASIA VULVAR                                          ,0.6904399991035461,,
174,neoplasia endometrio adenocarc histerectomia salpingo,X77,X77,CANCER DE ENDOMETRIO                                        ,0.5997546911239624,X77,CANCER DE UTERO                                             ,0.5159152746200562,,
175,varices eeii safenectomia,K95,K95,VARICES EEII                                                ,0.7402113676071167,K99,VARICES ESOFAGICAS                                          ,0.6081861853599548,,
176,miositis virica veb positivo,N06,L70,MIOSITIS INFECCIOSA                                         ,0.6452529430389404,L99,MIOSITIS OSIFICANTE                                         ,0.6029104590415955,,
178,dolor hipog strico,D02,D20,DOLOR EN LA LENGUA                                          ,0.6088144183158875,K88,HIPOTENSION POSTURAL                                        ,0.6073609590530396,,
179,dolor generalizado,A01,A01,DOLOR GENERALIZADO                                          ,0.9999999403953552,A01,dolor generalizado,0.9999999403953552,,
180,sinusitis aguda,D82,R75,SINUSITIS AGUDA                                             ,1.0,R75,sinusitis aguda,1.0,,
190,fiebre amigdalitis,A03,R76,AMIGDALITIS AGUDA                                           ,0.624236524105072,R76,amigdalitis aguda,0.624236524105072,,
191,fiebre amigdalitis aguda,A03,R76,amigdalitis aguda,0.6976619958877563,R76,AMIGDALITIS AGUDA                                           ,0.6976618766784668,,
192,fiebre amigdalitis aguda,A03,R76,amigdalitis aguda,0.6976619958877563,R76,AMIGDALITIS AGUDA                                           ,0.6976618766784668,,
193,fiebre catarro,R74,A03,FIEBRE                                                      ,0.8538635969161987,A03,fiebre,0.8538635969161987,,
194,resfriado comun fiebre,R74,A03,FIEBRE                                                      ,0.7697693109512329,A03,fiebre,0.7697692513465881,,
195,fiebre itu,A03,A03,FIEBRE                                                      ,0.8692000508308411,A03,fiebre,0.8692000508308411,,
196,fiebre itu,A03,A03,FIEBRE                                                      ,0.8692000508308411,A03,fiebre,0.8692000508308411,,
197,sindrome febril,A03,A03,SINDROME FEBRIL                                             ,0.9999999403953552,A771,SINDROME POSTCOVID                                          ,0.7348001003265381,,
199,fiebre catarro,R74,A03,FIEBRE                                                      ,0.8538635969161987,A03,fiebre,0.8538635969161987,,
200,fiebre amigdalitis,A03,R76,AMIGDALITIS AGUDA                                           ,0.624236524105072,R76,amigdalitis aguda,0.624236524105072,,
201,fiebre catarro,R74,A03,FIEBRE                                                      ,0.8538635969161987,A03,fiebre,0.8538635969161987,,
202,fiebre amigdalitis aguda,A03,R76,amigdalitis aguda,0.6976619958877563,R76,AMIGDALITIS AGUDA                                           ,0.6976618766784668,,
204,fiebre tos viriasis,A03,A03,FIEBRE                                                      ,0.7486342787742615,A03,fiebre,0.7486341595649719,,
205,fiebre,A03,A03,FIEBRE                                                      ,1.0000001192092896,A03,fiebre,1.0000001192092896,,
206,fiebre adenitis,A03,A76,FIEBRE CON EXANTEMA                                         ,0.5755913257598877,D70,FIEBRE PARATIFICA                                           ,0.5358372926712036,,
207,fiebre prolongada,A03,A03,FIEBRE PROLONGADA                                           ,1.0,A03,FIEBRE                                                      ,0.8543031811714172,,
209,fiebre derrame pleural,A03,R82,DERRAME PLEURAL                                             ,0.6567512154579163,R82,derrame pleural,0.6567512154579163,,
211,fiebre otalgia,A03,H01,OTALGIA                                                     ,0.668275773525238,H05,OTORRAGIA                                                   ,0.5664834380149841,,
212,fiebre amigdalitis aguda,A03,R76,amigdalitis aguda,0.6976619958877563,R76,AMIGDALITIS AGUDA                                           ,0.6976618766784668,,
213,fiebre gripe,A03,A03,FIEBRE                                                      ,0.7021859288215637,A03,fiebre,0.702185869216919,,
215,sindrome febril caracter gripal,A03,R80,SINDROME GRIPAL                                             ,0.810316264629364,A03,SINDROME FEBRIL                                             ,0.6254987120628357,,
216,resfriado comun fiebre,R74,A03,FIEBRE                                                      ,0.7697693109512329,A03,fiebre,0.7697692513465881,,
217,inflamacion amigdalar fiebre,R22,A76,FIEBRE CON EXANTEMA                                         ,0.7017877101898193,A78,FIEBRE RECURRENTE POR PIOJOS                                ,0.6484750509262085,,
218,fiebre aislamiento,A03,A03,FIEBRE                                                      ,0.8672777414321899,A03,fiebre,0.8672777414321899,,
220,fiebre cva,A03,A77,FIEBRE HEMORRAGICA                                          ,0.6667542457580566,A77,FIEBRE HEMORRAGICA POR ARTROPODOS                           ,0.6140668988227844,,
221,malestar general,A04,A04,MALESTAR GENERAL                                            ,1.000000238418579,D02,MALESTAR DE ESTOMAGO                                        ,0.6164746284484863,,
222,sensacion enfermedad,A05,A05,SENSACION DE ENFERMEDAD                                     ,0.8704079389572144,A04,sensacion de enfermedad ,0.8704079389572144,,
223,ferropenia leve,B80,B80,ANEMIA FERROPENICA                                          ,0.8045706152915955,B80,anemia ferropenica,0.8045706152915955,,
224,lumbalgia iq,L03,L03,LUMBALGIA                                                   ,0.7461333274841309,L03,lumbalgia,0.7461332678794861,,
225,fatiga muscular,L18,L19,FATIGA MUSCULAR                                             ,0.9999998807907104,A04,fatiga,0.6767358779907227,,
227,estancamiento ponderal,T10,T10,ESTANCAMIENTO PONDERAL                                      ,1.0000001192092896,P02,ESTRES AGUDO                                                ,0.5780709385871887,,
228,roncador,R04,R03,roncus,0.7666375637054443,R03,RONCUS                                                      ,0.7666375041007996,,
229,astenia,A04,A04,ASTENIA                                                     ,1.0000001192092896,F05,ASTENOPIA                                                   ,0.5056652426719666,,
231,deterioro general,A04,A04,DETERIORO GENERAL                                           ,1.0000001192092896,A05,deterioro general ,1.0000001192092896,,
233,sincope vasovagal,A06,A06,SINCOPE VASOVAGAL                                           ,1.0000001192092896,A06,sincope vasovagal,0.9999999403953552,,
234,presincope,A06,A06,PRESINCOPE                                                  ,0.9999999403953552,A06,SINCOPE                                                     ,0.6880947351455688,,
235,perdida conciencia,A06,A06,PERDIDA DE CONCIENCIA                                       ,0.885495126247406,A06, perdida de conciencia,0.885495126247406,,
236,sincope,A13,A06,SINCOPE                                                     ,1.0000001192092896,A06,desmayo sincope,0.8402249813079834,,
237,sincope tusigeno,A06,A06,SINCOPE                                                     ,0.7401414513587952,A06,desmayo sincope,0.7191627621650696,,
239,enfermedad reflujo gastroesofagico,D84,D84,REFLUJO GASTROESOFAGICO                                     ,0.6636520028114319,D84,enfermedad por reflujo,0.5552507042884827,,
240,enfermedad reflujo gastroesofagico,D84,D84,REFLUJO GASTROESOFAGICO                                     ,0.6636520028114319,D84,enfermedad por reflujo,0.5552507042884827,,
242,inflamacion cara,A08,S04,inflamacion masa,0.7374035716056824,D19,INFLAMACION DE LAS ENCIAS                                   ,0.7166813611984253,,
243,artralgias inflamatorias,L20,L20,ARTRALGIA                                                   ,0.7951945662498474,L20,artralgia,0.7951945662498474,,
244,inflamacion pene,Y04,Y04,INFLAMACION EN EL PENE                                      ,0.9102197885513306,Y04,INFLAMACION DEL PREPUCIO                                    ,0.715201735496521,,
245,inflamacion encias,D19,D19,INFLAMACION DE LAS ENCIAS                                   ,0.8774471879005432,S04,inflamacion masa,0.7306362390518188,,
250,sangre oculta heces negativa protocolo ca colon,A91,A91,SANGRE OCULTA EN HECES                                      ,0.6351804137229919,A10,sangre oculta en heces,0.6351802945137024,,
251,sangre oculta heces positiva,A91,A91,SANGRE OCULTA EN HECES                                      ,0.8189337253570557,A10,sangre oculta en heces,0.8189336061477661,,
252,sangre oculta heces negativo,A91,A91,SANGRE OCULTA EN HECES                                      ,0.780245304107666,A10,sangre oculta en heces,0.7802452445030212,,
253,sangre oculta heces polipo senil,A91,A91,SANGRE OCULTA EN HECES                                      ,0.618202805519104,A10,sangre oculta en heces,0.6182027459144592,,
254,sangre heces,D18,D16,sangre fresca en heces,0.7856684923171997,D16,sangre roja en heces,0.7346505522727966,,
255,sangre oculta heces positivo,A91,A91,SANGRE OCULTA EN HECES                                      ,0.886856198310852,A10,sangre oculta en heces,0.8868560194969177,,
258,dolor cabeza,N01,N01,DOLOR DE CABEZA                                             ,0.945093035697937,D20,DOLOR EN LA LENGUA                                          ,0.8042253851890564,,
267,dolor abdominal agudo,A12,D01,DOLOR ABDOMINAL AGUDO                                       ,1.0,D06,DOLOR ABDOMINAL EN FLANCO                                   ,0.8413174152374268,,
270,alergia farmacos alimentaria,A85,A85,ALERGIA A FARMACOS                                          ,0.9241225719451904,A12,ALERGIA ALIMENTARIA                                         ,0.8832499980926514,,
271,reaccion rgica medicamentosa,A12,P01,sensacion de nerviosismo,0.5728400945663452,A02,SENSACION DISTERMICA                                        ,0.5596781969070435,,
272,alergia alimentaria,A12,A12,ALERGIA ALIMENTARIA                                         ,0.9999998807907104,A85,ALERGIA A FARMACOS                                          ,0.817177414894104,,
273,miedo efectos secundarios medicacion,A13,A13,MIEDO A EFECTOS SECUNDARIOS MEDICACION                      ,0.9481936693191528,A85,EFECTO SECUNDARIO A FARMACOS                                ,0.6266017556190491,,
277,cefalea racimos,N90,N90,CEFALEA EN RACIMOS                                          ,0.820213258266449,N90,CEFALEA CRONICA DIARIA                                      ,0.8124226331710815,,
278,espolon calcaneo ambos as,L87,L87,ESPOLON CALCANEO                                            ,0.873627781867981,F72,quiste tarsal,0.4843197166919708,,
279,boton mamario ni ambos as,Y16,X21,BOTON MAMARIO EN NIÑA                                       ,0.7922220230102539,Y16,BOTON MAMARIO EN NIÑO                                       ,0.7894300818443298,,
280,problema enfermedad hijos,Z18,Z18,PROBLEMA POR ENFERMEDAD DE LOS HIJOS                        ,0.91840261220932,Z14,PROBLEMA POR ENFERMEDAD DEL CONYUGE                         ,0.7565475106239319,,
283,ni irritable,A16,P04,irritabilidad,0.6175445318222046,A16,nino irritable,0.6076456308364868,,
284,ni nervioso,A16,A16,NIÑO NERVIOSO                                               ,0.7184985280036926,A16,nino nervioso,0.7184984683990479,,
286,sintoma general ni,A17,R08,SINTOMA, SIGNO NASAL                                        ,0.7531701922416687,L17,SINTOMA, SIGNO DEDOS DEL PIE                                ,0.7433660626411438
291,miedo padecer cancer,A26,A26,MIEDO DE PADECER CANCER                                     ,0.9302182793617249,S26,miedo a padecer cancer de la piel,0.8809834718704224,,
292,miedo enfermo,A27,A27,MIEDO A ESTAR ENFERMO                                       ,0.7155534625053406,A99,ENFERMEDAD EN FASE TERMINAL                                 ,0.5600690841674805,,
296,sudor nocturno,A09,A09,SUDOR NOCTURNO                                              ,1.0,A09,SUDOR EXCESIVO                                              ,0.7312374711036682,,
297,escotoma,F99,F99,ESCOTOMA                                                    ,1.0000001192092896,F05,ESCOTOMA CENTELLEANTE                                       ,0.8570146560668945,,
300,vac,A17,K73,CIV                                                         ,0.5770877599716187,K90,ACV                                                         ,0.4563516080379486,,
301,eccema generalizado,S87,S87,eccema,0.8768981099128723,S88,eccema no clasificado,0.8507919907569885,,
302,miedo padecer enfermedad infecciosa tbc,A27,R27,MIEDO DE PADECER TUBERCULOSIS PULMONAR                      ,0.6484007835388184,A27,MIEDO DE PADECER ENFERMEDAD INFECCIOSA                      ,0.6231512427330017,,
304,edemas generalizados eeii izquierdo,K07,K07,EDEMAS GENERALIZADOS                                        ,0.7169699668884277,W84,EDEMA EN EL EMBARAZO                                        ,0.5731391906738281,,
308,cambio novopulm seretide,A97,D18,cambio en las heces,0.416198194026947,D18,CAMBIO RITMO INTESTINAL                                     ,0.4141443073749542,,
309,contacto tbc,A97,A70,Tuberculosis,0.6730291247367859,R70,tuberculosis ,0.6730291247367859,,
310,complicacion protesis,A89,A89,COMPLICACION POR PROTESIS                                   ,0.9031513333320618,A89,efectos tardios protesis,0.6650235652923584,,
313,varicorragia izquierdo,K95,K95,VARICORRAGIA                                                ,0.8363750576972961,K95,SINDROME VARICOSO                                           ,0.7121899724006653,,
314,posible varicela,A72,A72,varicela,0.9367979168891908,A72,VARICELA                                                    ,0.936797857284546,,
