indice|level|info|code
1179|fallo|No tenemos ciap|15692441000119109 
1180|AP|uveitis izquierdo|F73
1180|fallo|No tenemos ciap|15630811000119104 
1181|AP|dacriocistitis izquierdo|F73
1181|correcto|correcto AP F73 llm 25470000 |
1182|AP|queilitis angular|D83
1182|correcto|correcto AP D83 llm 266429005 |
1183|AP|queratitis izquierdo|F73
1183|fallo|No tenemos ciap|15680001000119101 
1184|AP|astrocitoma|N74
1184|fallo|No tenemos ciap|254938000 
1185|AP|uveitis anterior izquierdo|F73
1185|correcto|correcto AP F73 llm 733317009 |
1186|AP|queratodermia|S20
1186|correcto|correcto AP S20 llm 707209001 |
1187|AP|gonalgia ambos as coxalgia bilat|L15
1187||Codigo ciap mas apropiado | L13
1187|Differ GT|Recomienda LLM coxalgia simil 79 AP: L13|49218002
1187||Codigo ciap mas apropiado | D91
1187||Codigo ciap mas apropiado | L03
1187||Codigo ciap mas apropiado | L86
1187|Differ GT|Recomienda LLM2  coxalgia simil 63 AP: D91|202794004
1187|Igual GT|Recomienda LLM2 coxalgia simil 63 AP: L03|202794004
1187|Differ GT|Recomienda LLM2  coxalgia simil 63 AP: L86|202794004
1188|AP|ira ingreso hnsg|R74
1188|fallo|No tenemos ciap|32485007 
1189|AP|degeneracion macular derecho|F84
1189|correcto|correcto AP F84 llm 71047006 |
1190|AP|degeneracion macular ambos as|F84
1190|correcto|correcto AP F84 llm 71047006 |
1191|AP|degeneracion macular izquierdo|F84
1191|correcto|correcto AP F84 llm 312898002 |
1192|AP|degeneracion macular exudativa derecho|F84
1192|correcto|correcto AP F84 llm 1208890001 |
1193|AP|herida incisocontusa oreja izda|S18
1193|fallo|No tenemos ciap|10957521000119104 
1194|AP|hemorragia subconjuntival izquierdo|F75
1194||Codigo ciap mas apropiado | F20
1194|Differ GT|Recomienda LLM hemorragia conjuntival simil 83 AP: F20|21117005
1194||Codigo ciap mas apropiado | D14
1194|Differ GT|Recomienda LLM2  hemorragia conjuntival simil 69 AP: D14|15238002
1195|AP|hemorragia subconjuntival derecho|F75
1195||Codigo ciap mas apropiado | F20
1195|Differ GT|Recomienda LLM hemorragia conjuntival simil 83 AP: F20|21117005
1195||Codigo ciap mas apropiado | F70
1195|Differ GT|Recomienda LLM2  hemorragia conjuntival simil 65 AP: F70|398264003
1196|AP|hiposfagma derecho|F75
1196|fallo|No tenemos ciap|334821000119108 
1197|AP|hiposfagma izquierdo|F75
1197|fallo|No tenemos ciap|340421000119101 
1198|AP|tapon oidos|H13
1198|fallo|No tenemos ciap|334821000119108 
1199|AP|contusion ojo|A81
1199||Codigo ciap mas apropiado | F79
1199||Codigo ciap mas apropiado | F75
1199|Differ GT|Recomienda LLM contusión ocular simil 83 AP: F79|367423000
1199|Igual GT|Recomienda LLM contusión ocular simil 83 AP: F75|367423000
1199||Codigo ciap mas apropiado | F79
1199||Codigo ciap mas apropiado | F75
1199|Differ GT|Recomienda LLM2  contusión ocular simil 83 AP: F79|367423000
1199|Igual GT|Recomienda LLM2 contusión ocular simil 83 AP: F75|367423000
1200|AP|hemorragia vitrea|F99
1200||Codigo ciap mas apropiado | A10
1200||Codigo ciap mas apropiado | F04
1200|Differ GT|Recomienda LLM hemorragia vítrea simil 100 AP: A10|31341008
1200|Differ GT|Recomienda LLM hemorragia vítrea simil 100 AP: F04|31341008
1200||Codigo ciap mas apropiado | F83
1200|Differ GT|Recomienda LLM2  hemorragia vítrea simil 89 AP: F83|247097006
1201|AP|hemorragia conjuntival|K84
1201||Codigo ciap mas apropiado | F20
1201|Differ GT|Recomienda LLM hemorragia conjuntival simil 100 AP: F20|21117005
1201||Codigo ciap mas apropiado | F73
1201||Codigo ciap mas apropiado | L19
1201|Differ GT|Recomienda LLM2  hemorragia conjuntival simil 77 AP: F73|231916005
1201|Differ GT|Recomienda LLM2  hemorragia conjuntival simil 77 AP: L19|231916005
1202|AP|coxalgia ambos as coxartrosis lumbartrosis|L13
1202|correcto|correcto AP L13 llm 49218002 |
1203|AP|coxartrosis izquierdo iq|L89
1203||Codigo ciap mas apropiado | L91
1203|Differ GT|Recomienda LLM osteoartrosis hipertrófica primaria generalizada simil 71 AP: L91|239862000
1203|fallo|No tenemos ciap|318651000119104 
1204|AP|contusion ocular derecho|F75
1204|correcto|correcto AP F75 llm 367423000 |
1205|AP|orzuelo izquierdo|F29
1205|correcto|correcto AP F29 llm 8966001 |
1206|AP|colitis hemorragica|D11
1206||Codigo ciap mas apropiado | D87
1206||Codigo ciap mas apropiado | D70
1206|Differ GT|Recomienda LLM gastroenteritis hemorrágica simil 87 AP: D87|409506009
1206|Differ GT|Recomienda LLM gastroenteritis hemorrágica simil 87 AP: D70|409506009
1206||Codigo ciap mas apropiado | D16
1206|Differ GT|Recomienda LLM2  gastroenteritis hemorrágica simil 86 AP: D16|981008
1207|AP|hemorragia pezon izquierdo|X20
1207||Codigo ciap mas apropiado | F83
1207|Differ GT|Recomienda LLM hemorragia prerretiniana simil 82 AP: F83|11547003
1207||Codigo ciap mas apropiado | W17
1207|Differ GT|Recomienda LLM2  hemorragia prerretiniana simil 81 AP: W17|47821001
1208|AP|equimosis biceps izq iq previa|S29
1208||Codigo ciap mas apropiado | L93
1208|Differ GT|Recomienda LLM epicóndilo lateral del húmero simil 57 AP: L93|73451009
1208||Codigo ciap mas apropiado | L93
1208|Differ GT|Recomienda LLM2  epicóndilo lateral del húmero simil 57 AP: L93|272693008
1209|AP|contusion facial|S16
1209|fallo|No tenemos ciap|110243006 
1210|AP|ojo morado izquierdo|F75
1210||Codigo ciap mas apropiado | F81
1210||Codigo ciap mas apropiado | F74
1210||Codigo ciap mas apropiado | F13
1210||Codigo ciap mas apropiado | F99
1210||Codigo ciap mas apropiado | F15
1210||Codigo ciap mas apropiado | F29
1210||Codigo ciap mas apropiado | F93
1210||Codigo ciap mas apropiado | F93
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F81|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F74|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F13|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F99|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F15|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F29|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F93|8966001
1210|Differ GT|Recomienda LLM ojo izquierdo simil 83 AP: F93|8966001
1210||Codigo ciap mas apropiado | F05
1210|Differ GT|Recomienda LLM2  ojo izquierdo simil 81 AP: F05|274571007
1211|AP|contusion ocular izquierdo|F75
1211|correcto|correcto AP F75 llm 367423000 |
1212|AP|ulcera corneal traumatica derecho|F79
1212|fallo|No tenemos ciap|333781000119100 
1213|AP|quemadura ocular izquierdo|F79
1213|fallo|No tenemos ciap|473248001 
1214|AP|quemadura ocular derecho|F79
1214|fallo|No tenemos ciap|473248001 
1215|AP|obstruccion conducto lagrimal ni derecho|F80
1215|fallo|No tenemos ciap|246865000 
1216|AP|acoso escolar no acude usmij|Z16
1216|fallo|No tenemos ciap|276717003 
1217|AP|obstruccion conducto lagrimal ni izquierdo|F80
1217|fallo|No tenemos ciap|246865000 
1218|AP|edema macular derecho hemorragia retina|F84
1218|fallo|No tenemos ciap|312920004 
1219|AP|alteracion retina inespecifica|F99
1219|fallo|No tenemos ciap|773727009 
1220|AP|desprendimiento retina derecho|F82
1220|correcto|correcto AP F82 llm 331831000119109 |
1221|AP|retinopatia diabetica ambos as|F83
1221|correcto|correcto AP F83 llm 4855003 |
1222|AP|retinopatia diabetica izquierdo|F83
1222|fallo|No tenemos ciap|770766000 
1223|AP|retinopatia hipertensiva ambos as|F83
1223|correcto|correcto AP F83 llm 29555009 |
1224|AP|lumbalgia ida degeneracion l2 l3|L03
1224|fallo|No tenemos ciap|46960006 
1225|AP|discopatia lumbar degenerativa l4 l5|L86
1225|fallo|No tenemos ciap|34139004 
1226|AP|ulcera corneal izquierdo|F85
1226|fallo|No tenemos ciap|339381000119101 
1227|AP|erosion corneal izquierdo|F85
1227|fallo|No tenemos ciap|50792001 
1228|AP|ulcera corneal derecho|F85
1228|fallo|No tenemos ciap|50792001 
1229|AP|ulcera corneal|F79
1229||Codigo ciap mas apropiado | F85
1229|Igual GT|Recomienda LLM úlcera corneal simil 100 AP: F85|91514001
1229|fallo|No tenemos ciap|50792001 
1230|AP|sintoma signo ojo ulcera corneal|F29
1230|fallo|No tenemos ciap|339381000119101 
1231|AP|hernia hiato polipos fundus hp|D02
1231||Codigo ciap mas apropiado | D91
1231||Codigo ciap mas apropiado | D89
1231|Differ GT|Recomienda LLM hernia de Spiegel simil 61 AP: D91|290187002
1231|Differ GT|Recomienda LLM hernia de Spiegel simil 61 AP: D89|290187002
1231|fallo|No tenemos ciap|17190001 
1232|AP|ulcera corneal traumatica|F79
1232||Codigo ciap mas apropiado | F73
1232||Codigo ciap mas apropiado | L78
1232|Differ GT|Recomienda LLM lesión traumática corneal simil 80 AP: F73|231939004
1232|Differ GT|Recomienda LLM lesión traumática corneal simil 80 AP: L78|231939004
1232||Codigo ciap mas apropiado | F85
1232|Igual GT|Recomienda LLM2 lesión traumática corneal simil 78 AP: F85|91514001
1233|AP|ulcera corneal traumatica izquierdo|F79
1233|fallo|No tenemos ciap|339381000119101 
1234|AP|ulcera corneal derecho suhop oftalmol|F85
1234|fallo|No tenemos ciap|339381000119101 
1235|AP|ulcera vulvar|X16
1235|correcto|correcto AP X16 llm 68640004 |
1236|AP|alteracion refraccion|F91
1236||Codigo ciap mas apropiado | F94
1236||Codigo ciap mas apropiado | F28
1236|Differ GT|Recomienda LLM alteración visual severa simil 61 AP: F94|397541004
1236|Differ GT|Recomienda LLM alteración visual severa simil 61 AP: F28|397541004
1236||Codigo ciap mas apropiado | F94
1236||Codigo ciap mas apropiado | F28
1236|Differ GT|Recomienda LLM2  alteración visual severa simil 60 AP: F94|397542006
1236|Differ GT|Recomienda LLM2  alteración visual severa simil 60 AP: F28|397542006
1237|AP|astigmatismo hipermetropia|F05
1237|fallo|No tenemos ciap|232136008 
1238|AP|ac x fa revertido|K78
1238|fallo|No tenemos ciap|225615009 
1239|AP|presincopes|A06
1239|correcto|correcto AP A06 llm 271594007 |
1240|AP|hipermetropia|F91
1240||Codigo ciap mas apropiado | F13
1240||Codigo ciap mas apropiado | F99
1240||Codigo ciap mas apropiado | F15
1240||Codigo ciap mas apropiado | F29
1240|Differ GT|Recomienda LLM hipermetropía simple simil 96 AP: F13|232125001
1240|Differ GT|Recomienda LLM hipermetropía simple simil 96 AP: F99|232125001
1240|Differ GT|Recomienda LLM hipermetropía simple simil 96 AP: F15|232125001
1240|Differ GT|Recomienda LLM hipermetropía simple simil 96 AP: F29|232125001
1240||Codigo ciap mas apropiado | F13
1240||Codigo ciap mas apropiado | F99
1240||Codigo ciap mas apropiado | F15
1240||Codigo ciap mas apropiado | F29
1240|Differ GT|Recomienda LLM2  hipermetropía simple simil 95 AP: F13|232129007
1240|Differ GT|Recomienda LLM2  hipermetropía simple simil 95 AP: F99|232129007
1240|Differ GT|Recomienda LLM2  hipermetropía simple simil 95 AP: F15|232129007
1240|Differ GT|Recomienda LLM2  hipermetropía simple simil 95 AP: F29|232129007
1241|AP|aparato glucometro|A89
1241|fallo|No tenemos ciap|278859004 
1242|AP|hipermetropia astigmatismo|F91
1242||Codigo ciap mas apropiado | F13
1242||Codigo ciap mas apropiado | F99
1242||Codigo ciap mas apropiado | F15
1242||Codigo ciap mas apropiado | F29
1242|Differ GT|Recomienda LLM hipermetropía simple simil 86 AP: F13|232125001
1242|Differ GT|Recomienda LLM hipermetropía simple simil 86 AP: F99|232125001
1242|Differ GT|Recomienda LLM hipermetropía simple simil 86 AP: F15|232125001
1242|Differ GT|Recomienda LLM hipermetropía simple simil 86 AP: F29|232125001
1242||Codigo ciap mas apropiado | F13
1242||Codigo ciap mas apropiado | F99
1242||Codigo ciap mas apropiado | F15
1242||Codigo ciap mas apropiado | F29
1242|Differ GT|Recomienda LLM2  hipermetropía simple simil 85 AP: F13|232128004
1242|Differ GT|Recomienda LLM2  hipermetropía simple simil 85 AP: F99|232128004
1242|Differ GT|Recomienda LLM2  hipermetropía simple simil 85 AP: F15|232128004
1242|Differ GT|Recomienda LLM2  hipermetropía simple simil 85 AP: F29|232128004
1243|AP|catarata derecho|F92
1243|correcto|correcto AP F92 llm 193570009 |
1244|AP|catarro itu|R74
1244|fallo|No tenemos ciap|6062009 
1245|AP|catarro itu|R74
1245|fallo|No tenemos ciap|6062009 
1246|AP|catarro tos|R74
1246||Codigo ciap mas apropiado | F92
1246|Differ GT|Recomienda LLM catarata simil 61 AP: F92|193570009
1246||Codigo ciap mas apropiado | T92
1246|Differ GT|Recomienda LLM2  catarata simil 58 AP: T92|402469004
1247|AP|catarro viriasis|R74
1247||Codigo ciap mas apropiado | F70
1247||Codigo ciap mas apropiado | F70
1247||Codigo ciap mas apropiado | F70
1247||Codigo ciap mas apropiado | F70
1247|Differ GT|Recomienda LLM faringoconjuntivitis vírica simil 62 AP: F70|186675001
1247|Differ GT|Recomienda LLM faringoconjuntivitis vírica simil 62 AP: F70|186675001
1247|Differ GT|Recomienda LLM faringoconjuntivitis vírica simil 62 AP: F70|186675001
1247|Differ GT|Recomienda LLM faringoconjuntivitis vírica simil 62 AP: F70|186675001
1247||Codigo ciap mas apropiado | A77
1247|Differ GT|Recomienda LLM2  faringoconjuntivitis vírica simil 60 AP: A77|312137007
1248|AP|catarro|R74
1248||Codigo ciap mas apropiado | F92
1248|Differ GT|Recomienda LLM catarata simil 69 AP: F92|193570009
1248||Codigo ciap mas apropiado | L89
1248|Differ GT|Recomienda LLM2  catarata simil 55 AP: L89|29836001
1249|AP|catarro urg|R74
1249||Codigo ciap mas apropiado | U77
1249||Codigo ciap mas apropiado | X81
1249||Codigo ciap mas apropiado | U06
1249||Codigo ciap mas apropiado | U85
1249||Codigo ciap mas apropiado | U95
1249|Differ GT|Recomienda LLM uraco simil 61 AP: U77|14105008
1249|Differ GT|Recomienda LLM uraco simil 61 AP: X81|14105008
1249|Differ GT|Recomienda LLM uraco simil 61 AP: U06|14105008
1249|Differ GT|Recomienda LLM uraco simil 61 AP: U85|14105008
1249|Differ GT|Recomienda LLM uraco simil 61 AP: U95|14105008
1249|fallo|No tenemos ciap|277855007 
1250|AP|catarro gea|R74
1250||Codigo ciap mas apropiado | F92
1250|Differ GT|Recomienda LLM catarata simil 66 AP: F92|193570009
1250||Codigo ciap mas apropiado | D77
1250||Codigo ciap mas apropiado | D82
1250||Codigo ciap mas apropiado | N01
1250||Codigo ciap mas apropiado | N03
1250|Differ GT|Recomienda LLM2  catarata simil 63 AP: D77|432525007
1250|Differ GT|Recomienda LLM2  catarata simil 63 AP: D82|432525007
1250|Differ GT|Recomienda LLM2  catarata simil 63 AP: N01|432525007
1250|Differ GT|Recomienda LLM2  catarata simil 63 AP: N03|432525007
1251|AP|catarata iq|F92
1251|fallo|No tenemos ciap|1482004 
1252|AP|cirugia catarata od|F05
1252|fallo|No tenemos ciap|387713003 
1253|AP|glaucoma ambos as|F93
1253|correcto|correcto AP F93 llm 95717004 |
1254|AP|glaucoma izquierdo|F93
1254|correcto|correcto AP F93 llm 12239461000119106 |
1255|AP|glaucoma secundario derecho|F93
1255|correcto|correcto AP F93 llm 95717004 |
1256|AP|glaucoma ambos as|F93
1256|correcto|correcto AP F93 llm 95717004 |
1257|AP|minusvalido|F81
1257|fallo|No tenemos ciap|43799004 
1258|AP|glaucoma|F81
1258||Codigo ciap mas apropiado | F93
1258|Igual GT|Recomienda LLM glaucoma simil 100 AP: F93|23986001
1258||Codigo ciap mas apropiado | F93
1258|Igual GT|Recomienda LLM2 glaucoma simil 93 AP: F93|111513000
1259|AP|glaucoma derecho|F93
1259|correcto|correcto AP F93 llm 111513000 |
1260|AP|glaucoma tension normal ambos as|F93
1260|correcto|correcto AP F93 llm 111513000 |
1261|AP|presi n precordial|A97
1261||Codigo ciap mas apropiado | K02
1261||Codigo ciap mas apropiado | K01
1261|Differ GT|Recomienda LLM dolor precordial simil 60 AP: K02|71884009
1261|Igual GT|Recomienda LLM dolor precordial simil 60 AP: K01|71884009
1261||Codigo ciap mas apropiado | K02
1261||Codigo ciap mas apropiado | K01
1261|Differ GT|Recomienda LLM2  dolor precordial simil 59 AP: K02|71884009
1261|Igual GT|Recomienda LLM2 dolor precordial simil 59 AP: K01|71884009
1262|AP|glioblastoma|N74
1262|fallo|No tenemos ciap|393564001 
1263|AP|glaucoma izquierdo cirugia|F93
1263|correcto|correcto AP F93 llm 12239461000119106 |
1264|AP|glaucoma angulo abierto ambos as|F93
1264|correcto|correcto AP F93 llm 111513000 |
1265|AP|glaucoma ambos as antecedente familiar|F93
1265|correcto|correcto AP F93 llm 95717004 |
1266|AP|glaucoma izquierdo degeneraci n macular|F93
1266|correcto|correcto AP F93 llm 12239461000119106 |
1267|AP|baja agudeza visual ambos ojos|F94
1267||Codigo ciap mas apropiado | F05
1267|Differ GT|Recomienda LLM ceguera o visión escasa - ambos ojos simil 84 AP: F05|267727004
1267|fallo|No tenemos ciap|343051000119108 
1268|AP|perdida vision ambos ojos|F94
1268|fallo|No tenemos ciap|232150003 
1269|AP|cerumen ambos as|H81
1269|correcto|correcto AP H81 llm 18070006 |
1270|AP|disminucion agudeza visual od|F05
1270|fallo|No tenemos ciap|363304009 
1271|AP|diu mirena|W12
1271||Codigo ciap mas apropiado | D22
1271||Codigo ciap mas apropiado | D70
1271|Differ GT|Recomienda LLM miasis intestinal simil 44 AP: D22|20860008
1271|Differ GT|Recomienda LLM miasis intestinal simil 44 AP: D70|20860008
1271||Codigo ciap mas apropiado | L06
1271|Differ GT|Recomienda LLM2  miasis intestinal simil 43 AP: L06|66019005
1272|AP|obstruccion conducto lagrimal adultos|F99
1272|fallo|No tenemos ciap|246865000 
1273|AP|molestia ocular|F13
1273||Codigo ciap mas apropiado | A04
1273|Differ GT|Recomienda LLM molestia visual de ojo derecho simil 68 AP: A04|331431000119107
1273||Codigo ciap mas apropiado | A04
1273|Differ GT|Recomienda LLM2  molestia visual de ojo derecho simil 62 AP: A04|337041000119104
1274|AP|pterigion od|F99
1274|fallo|No tenemos ciap|77489003 
1275|AP|ojo vago|F99
1275|fallo|No tenemos ciap|13401001 
1276|AP|trombosis arteria retina|K92
1276|fallo|No tenemos ciap|232035005 
1277|AP|epiescleritis urgencias|F99
1277|correcto|correcto AP F99 llm 815008 |
1278|AP|miopia ambliopia|F91
1278|fallo|No tenemos ciap|34187009 
1279|AP|polaquiuria nocturna|U02
1279|correcto|correcto AP U02 llm 162116003 |
1280|AP|fractura orbita derecho|L76
1280|fallo|No tenemos ciap|263169005 
1281|AP|quiste epidermoide|S93
1281|correcto|correcto AP S93 llm 419893006 |
1282|AP|epiescleritis pterigion|F99
1282|correcto|correcto AP F99 llm 815008 |
1283|AP|otalgia ambos as|H01
1283||Codigo ciap mas apropiado | S70
1283|Differ GT|Recomienda LLM otalgia geniculada simil 80 AP: S70|21954000
1283|correcto|correcto AP H01 llm 16001004 |
1284|AP|otalgia izquierdo|H01
1284|correcto|correcto AP H01 llm 1010233001 |
1285|AP|otalgia derecho|H01
1285|correcto|correcto AP H01 llm 1010234007 |
1286|AP|dolor oido izquierdo|H01
1286||Codigo ciap mas apropiado | L09
1286|Differ GT|Recomienda LLM dolor en el brazo izquierdo simil 76 AP: L09|287045000
1286|correcto|correcto AP H01 llm 89644007 |
1287|AP|vertigo meniere oido dcho|H82
1287|fallo|No tenemos ciap|13445001 
1288|AP|preocupacion aspecto orejas|H15
1288||Codigo ciap mas apropiado | D83
1288|Differ GT|Recomienda LLM estructura del plano lateral de la cara simil 63 AP: D83|422624005
1288||Codigo ciap mas apropiado | L06
1288|Differ GT|Recomienda LLM2  estructura del plano lateral de la cara simil 59 AP: L06|423857001
1289|AP|dolor oido derecho|H01
1289||Codigo ciap mas apropiado | L09
1289|Differ GT|Recomienda LLM dolor en el brazo derecho simil 77 AP: L09|287046004
1289||Codigo ciap mas apropiado | D02
1289|Differ GT|Recomienda LLM2  dolor en el brazo derecho simil 76 AP: D02|301717006
1290|AP|sensacion alteracion auditiva|H02
1290||Codigo ciap mas apropiado | R23
1290||Codigo ciap mas apropiado | R23
1290|Differ GT|Recomienda LLM afasia auditiva simil 71 AP: R23|3387000
1290|Differ GT|Recomienda LLM afasia auditiva simil 71 AP: R23|3387000
1290||Codigo ciap mas apropiado | A04
1290|Differ GT|Recomienda LLM2  afasia auditiva simil 68 AP: A04|367391008
1291|AP|sensacion oir mal|H02
1291||Codigo ciap mas apropiado | A04
1291|Differ GT|Recomienda LLM sensación mal definida simil 88 AP: A04|367391008
1291||Codigo ciap mas apropiado | D03
1291|Differ GT|Recomienda LLM2  sensación mal definida simil 76 AP: D03|58250006
1292|AP|pitido oido|H03
1292||Codigo ciap mas apropiado | F05
1292|Differ GT|Recomienda LLM ojo ciego dolorido simil 62 AP: F05|225569001
1292|fallo|No tenemos ciap|95199009 
1293|AP|tinnitus urg|H03
1293|correcto|correcto AP H03 llm 60862001 |
1294|AP|picor oido izquierdo|H29
1294|correcto|correcto AP H29 llm 89644007 |
1295|AP|picor oido ambos as|H29
1295||Codigo ciap mas apropiado | S12
1295||Codigo ciap mas apropiado | A81
1295|Differ GT|Recomienda LLM picadura de molusco simil 62 AP: S12|403160004
1295|Differ GT|Recomienda LLM picadura de molusco simil 62 AP: A81|403160004
1295|fallo|No tenemos ciap|193722001 
1296|AP|prurito oido ambos as|H29
1296||Codigo ciap mas apropiado | S87
1296|Differ GT|Recomienda LLM prurigo de Besnier simil 82 AP: S87|24079001
1296||Codigo ciap mas apropiado | S02
1296|Differ GT|Recomienda LLM2  prurigo de Besnier simil 81 AP: S02|890090001
1297|AP|penfigo|S99
1297|fallo|No tenemos ciap|65172003 
1298|AP|secrecion oido izquierdo|H04
1298||Codigo ciap mas apropiado | H99
1298||Codigo ciap mas apropiado | H29
1298||Codigo ciap mas apropiado | H02
1298||Codigo ciap mas apropiado | H13
1298||Codigo ciap mas apropiado | H86
1298||Codigo ciap mas apropiado | H01
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H99|89644007
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H29|89644007
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H02|89644007
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H13|89644007
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H86|89644007
1298|Differ GT|Recomienda LLM oído izquierdo simil 84 AP: H01|89644007
1298||Codigo ciap mas apropiado | H99
1298||Codigo ciap mas apropiado | H29
1298||Codigo ciap mas apropiado | H02
1298||Codigo ciap mas apropiado | H13
1298|Differ GT|Recomienda LLM2  oído izquierdo simil 80 AP: H99|1088671000119106
1298|Differ GT|Recomienda LLM2  oído izquierdo simil 80 AP: H29|1088671000119106
1298|Differ GT|Recomienda LLM2  oído izquierdo simil 80 AP: H02|1088671000119106
1298|Differ GT|Recomienda LLM2  oído izquierdo simil 80 AP: H13|1088671000119106
1299|AP|vertigo otogenico|H82
1299|fallo|No tenemos ciap|13445001 
1300|AP|foliculitis espalda|S10
1300|fallo|No tenemos ciap|238378003 
1301|AP|otoamigdalitis dcha|H01
1301||Codigo ciap mas apropiado | H71
1301|Differ GT|Recomienda LLM otitis media aguda simil 67 AP: H71|3110003
1301||Codigo ciap mas apropiado | H71
1301|Differ GT|Recomienda LLM2  otitis media aguda simil 66 AP: H71|3110003
1302|AP|sangre oido izquierdo|H05
1302|fallo|No tenemos ciap|127865000 
1303|AP|sensacion taponamiento oido|H13
1303||Codigo ciap mas apropiado | D03
1303|Differ GT|Recomienda LLM sensación de quemazón durante la micción simil 78 AP: D03|58250006
1303||Codigo ciap mas apropiado | A04
1303|Differ GT|Recomienda LLM2  sensación de quemazón durante la micción simil 73 AP: A04|367391008
1304|AP|actitud escoliotica|L82
1304|fallo|No tenemos ciap|14468000 
1305|AP|sensacion taponamiento oido izqdo|H13
1305||Codigo ciap mas apropiado | D03
1305|Differ GT|Recomienda LLM sensación de quemazón durante la micción simil 77 AP: D03|58250006
1305||Codigo ciap mas apropiado | D03
1305|Differ GT|Recomienda LLM2  sensación de quemazón durante la micción simil 71 AP: D03|36031001
1306|AP|braquialgia derecho|L09
1306|fallo|No tenemos ciap|12236681000119108 
1307|AP|discopatia lumbar|L86
1307|fallo|No tenemos ciap|34139004 
1308|AP|sensacion distermica|A02
1308||Codigo ciap mas apropiado | A04
1308|Differ GT|Recomienda LLM sensación mal definida simil 81 AP: A04|367391008
1308||Codigo ciap mas apropiado | N06
1308|Differ GT|Recomienda LLM2  sensación mal definida simil 68 AP: N06|397974008
1309|AP|primera crisis comicial deprivacion sue|N88
1309|fallo|No tenemos ciap|246544003 
1310|AP|sensacion atragantamiento|D21
1310||Codigo ciap mas apropiado | A04
1310|Differ GT|Recomienda LLM sensación mal definida simil 74 AP: A04|367391008
1310||Codigo ciap mas apropiado | P05
1310|Differ GT|Recomienda LLM2  sensación mal definida simil 67 AP: P05|57494004
1311|AP|sintoma signo oido izquierdo|H29
1311||Codigo ciap mas apropiado | R07
1311||Codigo ciap mas apropiado | L07
1311|Differ GT|Recomienda LLM síntoma de cabeza y cuello simil 71 AP: R07|267106000
1311|Differ GT|Recomienda LLM síntoma de cabeza y cuello simil 71 AP: L07|267106000
1311||Codigo ciap mas apropiado | R07
1311||Codigo ciap mas apropiado | L07
1311|Differ GT|Recomienda LLM2  síntoma de cabeza y cuello simil 69 AP: R07|267106000
1311|Differ GT|Recomienda LLM2  síntoma de cabeza y cuello simil 69 AP: L07|267106000
1312|AP|sintoma signo oido derecho|H29
1312||Codigo ciap mas apropiado | R06
1312|Differ GT|Recomienda LLM signo O síntoma vascular simil 72 AP: R06|21829004
1312||Codigo ciap mas apropiado | X21
1312|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 60 AP: X21|198116001
1313|AP|otitis externa derecho|H70
1313|correcto|correcto AP H70 llm 30250000 |
1314|AP|otitis externa ambos as|H70
1314|correcto|correcto AP H70 llm 30250000 |
1315|AP|otitis externa izquierdo|H70
1315|correcto|correcto AP H70 llm 30250000 |
1316|AP|otitis cae derecho|H70
1316||Codigo ciap mas apropiado | H01
1316|Differ GT|Recomienda LLM otalgia de oído derecho simil 79 AP: H01|1010234007
1316||Codigo ciap mas apropiado | H01
1316|Differ GT|Recomienda LLM2  otalgia de oído derecho simil 77 AP: H01|1010234007
1317|AP|eccema cae ambos as|H70
1317||Codigo ciap mas apropiado | S87
1317||Codigo ciap mas apropiado | S92
1317|Differ GT|Recomienda LLM eccema seco simil 73 AP: S87|135841008
1317|Differ GT|Recomienda LLM eccema seco simil 73 AP: S92|135841008
1317||Codigo ciap mas apropiado | S87
1317||Codigo ciap mas apropiado | S92
1317|Differ GT|Recomienda LLM2  eccema seco simil 73 AP: S87|44256003
1317|Differ GT|Recomienda LLM2  eccema seco simil 73 AP: S92|44256003
1318|AP|otitis cae izquierdo|H70
1318|correcto|correcto AP H70 llm 79150005 |
1319|AP|otitis serosa cronica|H01
1319||Codigo ciap mas apropiado | H74
1319|Differ GT|Recomienda LLM otitis media serosa crónica simple simil 91 AP: H74|81564005
1319||Codigo ciap mas apropiado | H74
1319|Differ GT|Recomienda LLM2  otitis media serosa crónica simple simil 88 AP: H74|81564005
1320|AP|otitissupurada ambos as|H70
1320||Codigo ciap mas apropiado | H71
1320|Igual GT|Recomienda LLM otitis media aguda supurativa simil 70 AP: H71|194281003
1320||Codigo ciap mas apropiado | H71
